taxroll_number,effective_build_year,net_area,basement_finished,has_fireplace,assessed_value,fully_complete,lot_size,walkout_basement,air_conditioning,site_coverage,lon,lat,valuation_group_residential.south
7931561,1964,261.9,1,1,906000,1,2086.901,0,0,0.15,-113.5606567,53.48514893,0
7931553,1994,394.6,1,1,1200000,1,2557.17,0,0,0.12,-113.5604654,53.48553912,0
7931546,1965,266.6,1,1,1348500,1,2630.954,0,0,0.07,-113.5604173,53.48585345,0
7932940,1968,245.3,1,1,1040500,1,1521.305,0,0,0.13,-113.5619976,53.48918859,0
7932932,1969,152.86,1,1,748000,1,1614.106,0,0,0.14,-113.561996,53.48953006,0
7932700,1966,245.63,1,1,996500,1,1569.49,0,0,0.19,-113.5626386,53.49021086,0
7934227,1970,220.1,0,1,715500,1,1394.809,0,0,0.12,-113.5638513,53.49367942,0
7934243,1969,306.76,0,1,894000,1,1217.275,0,0,0.17,-113.5638402,53.49394447,0
7934268,1978,232.9,1,1,799500,1,1184.16,0,1,0.25,-113.5638535,53.49417815,0
7934284,1973,254.36,1,1,863000,1,1137.239,0,0,0.18,-113.5638699,53.49441185,0
7934300,1973,261.02,0,1,781500,1,1259.231,0,1,0.2,-113.5638877,53.49466352,0
7934862,2012,295.5,1,1,1371500,1,974.64,0,1,0.3,-113.5639201,53.49509497,0
7934888,1969,224.67,1,1,736500,1,1008.012,0,0,0.16,-113.5639186,53.4953286,0
7934904,1970,206.09,1,1,677500,1,1022.776,0,0,0.15,-113.563917,53.49556224,0
7934920,2014,460.4,0,0,1104000,0,1037.606,0,0,0.33,-113.5639155,53.49579587,0
7934946,1970,231.57,0,1,692500,1,1052.356,0,0,0.17,-113.5639139,53.4960295,0
7934961,1970,302.44,0,1,895000,1,1067.201,0,0,0.14,-113.5639124,53.49625864,0
7934987,1972,271.71,1,1,755500,1,1081.962,0,0,0.17,-113.5639108,53.49649227,0
4083036,1990,373.8,1,1,2014500,1,1584.77,0,0,0.17,-113.563614,53.49802331,0
7935877,1977,432.57,1,1,2174500,1,1584.564,0,1,0.2,-113.5662123,53.49935821,0
7935919,1972,337.06,1,1,1421000,1,1355.813,0,1,0.29,-113.5666619,53.49979117,0
7935935,1976,326.18,1,1,1345500,1,1307.612,0,0,0.13,-113.5670118,53.50001035,0
7959273,1971,412.04,0,1,1251000,1,3138.387,0,0,0.11,-113.5705242,53.50137767,0
7958119,1975,311.64,0,1,903500,1,1105.266,0,0,0.2,-113.5719543,53.50081668,0
7958093,1973,245.25,0,1,692500,1,1080.226,0,0,0.15,-113.5722923,53.50071904,0
7958036,1971,225.82,1,1,702000,1,817.327,0,1,0.22,-113.5729709,53.50053276,0
7958010,1983,307.26,1,1,760000,1,817.276,0,0,0.25,-113.5732961,53.50043058,0
7957970,1971,169.23,1,1,593000,1,714.826,0,0,0.23,-113.5736416,53.50031949,0
7957954,1972,206.03,0,1,638000,1,817.178,0,0,0.18,-113.5739464,53.50022622,0
7957939,2009,330,1,1,1405500,1,798.536,0,1,0.43,-113.5742498,53.5001307,0
7958671,1972,159.36,0,1,555500,1,747.473,0,0,0.11,-113.5748549,53.49992842,0
7958697,1972,175.11,1,1,607000,1,745.555,0,0,0.2,-113.5751556,53.49984862,0
7958713,1972,204.88,0,1,617500,1,745.533,0,0,0.2,-113.5754523,53.49975532,0
7958739,1974,168.81,1,1,655500,1,745.491,1,0,0.25,-113.575749,53.49966202,0
7958754,1972,130.47,1,1,484000,1,765.882,0,0,0.17,-113.5760498,53.49956648,0
7958770,1973,219.62,1,1,696500,1,785.518,0,0,0.28,-113.5764208,53.49948019,0
7958812,1972,180.73,1,1,678000,1,791.129,1,0,0.23,-113.5766424,53.49929676,0
7942576,1972,209.16,1,1,723500,1,1342.282,0,0,0.13,-113.5793961,53.49810684,0
7942592,1973,155.86,0,1,618000,1,906.803,0,0,0.22,-113.5798439,53.49802305,0
7942618,1972,197.66,0,1,666000,1,1048.215,0,1,0.15,-113.5803074,53.49793482,0
3943123,1971,386.716,1,1,2490000,1,6335.209,0,0,0.05,-113.5860065,53.49713696,0
7995939,1999,386.5,0,1,1883500,1,4210,0,1,0.06,-113.586847,53.49710842,0
3170842,1989,353.68,1,1,1425500,1,1850,0,0,0.14,-113.5876244,53.49719197,0
7995905,1988,358.7,1,1,2452000,1,4050,0,0,0.09,-113.5886319,53.49737517,0
4156949,1971,293.61,1,1,1664500,1,1970.29,1,0,0.09,-113.5858305,53.49590975,0
3118387,1991,376.9,0,1,2068500,0,2550,1,1,0.11,-113.5843169,53.49477675,0
7929821,1982,290.94,0,1,843500,1,982.172,0,0,0.2,-113.5835955,53.49014642,0
7930563,1987,258.41,1,1,809500,1,819.751,0,0,0.21,-113.5837483,53.48731634,0
7930928,1996,261,1,1,65000,1,2678.5,0,0,0.12,-113.5860761,53.48396813,0
7930944,1989,320.1,0,1,536000,1,3143.363,0,0,0.08,-113.5861011,53.48381096,0
1009950,1985,372.5,1,1,1616000,1,1080.147,0,0,0.24,-113.5892205,53.48038006,0
1009810,1985,235.86,1,1,677000,1,681.922,0,0,0.24,-113.5899545,53.47990407,0
3060266,1990,343.9,1,1,1633500,1,921.278,0,0,0.27,-113.5909011,53.47957932,0
3060274,1985,378,1,1,1332500,1,818.48,0,1,0.32,-113.5912666,53.47946825,0
3190303,1987,425.6,1,1,1866500,1,1441.953,0,0,0.23,-113.5916816,53.47937307,0
7711054,1987,379.02,0,1,1276000,1,1078.984,0,0,0.31,-113.5926423,53.4788911,0
7713290,1984,234.22,1,1,683500,1,761.837,0,0,0.27,-113.59889,53.47817986,0
7712268,1981,236.06,0,1,656000,1,842.972,0,0,0.19,-113.5997765,53.47806602,0
3012226,1988,300.8,1,1,1239000,1,1295.168,0,0,0.17,-113.6024683,53.47748866,0
3012218,1988,301.85,1,1,1183500,1,882.837,0,0,0.25,-113.6028155,53.47752801,0
3012176,1991,334.64,0,0,1450500,1,842.469,0,0,0.31,-113.6037495,53.47755357,0
3012168,1993,369.8,1,1,2122000,1,848.739,0,0,0.32,-113.6040687,53.4775726,0
3012150,1991,357.93,0,1,2005000,1,889.74,0,0,0.29,-113.6043998,53.4776074,0
3012143,1992,291.58,1,1,1446000,1,876.012,0,1,0.23,-113.6047696,53.47761536,0
3060761,1985,235.69,1,1,1550000,1,1192.032,0,0,0.31,-113.6050013,53.47736451,0
3060753,1986,344.98,0,1,1511000,1,864.221,0,1,0.33,-113.6047727,53.477211,0
3012036,1995,302.4,1,1,1608000,1,853.213,0,1,0.43,-113.6030195,53.47604823,0
3835477,1993,191,1,1,846500,1,796.177,0,0,0.32,-113.601369,53.471904,0
3835451,1992,273.37,1,1,931500,1,774.606,0,0,0.26,-113.601442,53.471625,0
3901824,1994,276.21,0,1,889000,1,720.401,0,0,0.29,-113.6015122,53.4709065,0
9958546,2000,188.2,1,1,1120000,1,910.704,0,0,0.28,-113.600924,53.469921,0
9958547,2000,305.6,1,1,1182000,1,850.634,0,0,0.26,-113.600836,53.469685,0
1092873,1987,217.25,0,1,858500,1,924.166,0,0,0.29,-113.600645,53.468307,0
1093137,1986,200.87,1,1,631000,1,652.004,0,0,0.38,-113.60065,53.468048,0
1093400,1989,315.04,0,1,939000,1,836.717,0,0,0.28,-113.6015946,53.4655954,0
1094424,1989,242.5,1,1,744500,1,705.786,0,0,0.27,-113.602391,53.463595,0
1094416,1989,258.73,1,1,886000,1,749.703,0,0,0.27,-113.602513,53.463434,0
1094408,1990,228.78,0,1,722000,1,731.728,0,0,0.29,-113.60265,53.463272,0
1094234,1990,354.72,1,1,1438500,1,1515.165,1,0,0.21,-113.6036909,53.4623925,0
9982298,2002,212.5,0,1,630000,1,592.017,0,0,0.26,-113.6036276,53.4566558,0
9997118,2004,264.2,0,1,803000,1,692.947,0,0,0.26,-113.6034986,53.4563797,0
9997098,2005,156.6,1,1,745500,1,612.434,0,0,0.39,-113.603048,53.455516,0
9981729,2002,149.7,1,1,640500,1,825.353,1,0,0.28,-113.60215,53.453363,0
9981728,2001,227.5,1,1,649500,1,593.605,1,0,0.28,-113.602105,53.453188,0
9981725,2003,334,1,1,862500,1,578.381,1,0,0.38,-113.601748,53.452794,0
9999226,2003,253.8,1,1,774500,1,602.302,1,0,0.29,-113.600734,53.45143,0
9999227,2004,213.6,1,1,1039000,1,723.981,1,0,0.31,-113.600566,53.45127,0
9999251,2004,225,1,1,713500,1,1007.278,1,0,0.19,-113.59966,53.4499,0
9992120,2002,228.7,1,1,762000,1,1002.713,0,0,0.16,-113.598281,53.449463,0
9992121,2002,216.7,0,1,596000,1,618.716,0,0,0.27,-113.597925,53.449388,0
10021027,2005,155.1,0,1,466500,1,460.014,0,0,0.26,-113.596283,53.448999,0
10021029,2005,196.4,0,1,598500,1,833.454,0,0,0.17,-113.595882,53.448838,0
10021030,2005,189.3,0,1,526500,1,628.592,0,0,0.22,-113.595659,53.448914,0
10021031,2005,176,0,1,490000,1,459.379,0,0,0.27,-113.595506,53.449037,0
10200239,2002,208.1,1,1,637500,1,798.373,1,0,0.16,-113.5894356,53.44767141,1
10067015,2007,111.4,0,0,331000,1,268.529,0,0,0.21,-113.5892039,53.44192848,1
10242195,2013,142.3,0,0,394000,1,435.002,0,0,0.23,-113.5893905,53.43803812,1
10242196,2013,139.3,0,1,390000,1,397.615,0,0,0.24,-113.5894875,53.43748132,1
10242197,2013,140.4,0,0,388000,1,382.114,0,0,0.26,-113.5893204,53.43740661,1
10242168,2013,140.6,0,1,375500,1,391.358,0,0,0.24,-113.5873961,53.43685856,1
10242167,2012,141.2,0,1,373500,1,321.442,0,1,0.3,-113.5868753,53.43684778,1
10041396,2006,127.9,0,1,404000,1,401.717,0,0,0.17,-113.5832912,53.43489432,1
10041347,2006,121.9,1,0,407000,1,409.462,0,0,0.15,-113.5824852,53.43481962,1
10041358,2006,136.2,0,0,432000,1,491.416,0,0,0.15,-113.5824388,53.4358259,1
10031270,2006,207.1,0,1,527500,1,628.46,0,0,0.22,-113.5751614,53.43659102,1
10031271,2006,220.8,0,1,584000,1,666.772,0,0,0.2,-113.5749575,53.43645551,1
10031325,2006,207.3,0,1,564500,1,683.908,0,0,0.21,-113.5746875,53.43646802,1
10236165,2011,174.1,1,1,485000,1,317.714,0,0,0.37,-113.5704531,53.43324482,1
10236164,2011,174.1,0,1,469500,1,317.68,0,0,0.37,-113.570384,53.43316819,1
10236173,2011,173,1,1,486500,1,317.622,0,0,0.38,-113.5702773,53.4331049,1
10096237,2010,441.3,1,1,1552000,1,746.787,0,0,0.38,-113.5678485,53.43386895,1
10096236,2012,373.2,0,0,1321000,1,760.882,0,1,0.33,-113.5675612,53.43384994,1
10096235,2009,274.2,1,1,1211000,1,812.442,0,1,0.23,-113.5672763,53.43382644,1
10096234,2010,312.6,1,1,1136500,1,939.064,0,0,0.24,-113.566986,53.43378944,1
10096233,2009,315.2,0,1,1094500,1,1152.543,0,0,0.21,-113.5666607,53.43375906,1
10096232,2009,316.6,1,1,1338000,1,1174.668,0,1,0.19,-113.5662257,53.43372827,1
10096231,2009,219.3,1,1,969500,1,1274.657,1,0,0.13,-113.5659808,53.43383746,1
10067214,2014,545.7,1,1,1025000,0,1065.679,0,0,0.32,-113.5640247,53.43504123,1
10067215,2011,421.1,1,1,1719000,1,1222.401,1,0,0.27,-113.5637321,53.43513227,1
10067218,2012,432.7,1,1,2041000,1,1134.818,1,1,0.29,-113.5630604,53.43553868,1
10067219,2013,414.4,1,1,1734000,1,1185.903,1,1,0.28,-113.5628268,53.43566363,1
10067220,2012,349.4,1,1,1475500,1,1201.858,0,1,0.14,-113.5625856,53.43577957,1
10067222,2014,417.7,1,1,1434000,0,1020.945,0,0,0.29,-113.5615296,53.43627892,1
10067224,2009,305,1,1,1441500,1,1270.529,1,0,0.17,-113.5611008,53.43664353,1
10067243,2011,338.3,1,1,2130500,1,1385.344,1,0,0.2,-113.5580608,53.4374158,1
10067246,2011,445.7,1,1,2753500,1,1252.374,1,0,0.32,-113.5566587,53.4374274,1
10067249,2008,398.8,1,1,2532000,1,1722.818,1,0,0.21,-113.5560411,53.4378295,1
10222426,2013,296.7,0,1,1153000,1,831.676,0,0,0.28,-113.5540178,53.44017806,1
10222424,2012,294.8,1,1,1389500,1,1101.623,0,0,0.24,-113.5535669,53.44043473,1
10222421,2013,249.5,1,1,1085500,1,679.546,0,0,0.29,-113.5535516,53.44094239,1
10222420,2012,296.1,1,1,1252000,1,611.919,0,1,0.38,-113.5535489,53.44110413,1
10222418,2013,326.3,0,1,1015500,1,605.268,0,0,0.37,-113.5535458,53.44138718,1
10222417,2013,309,1,1,950500,1,601.94,0,0,0.34,-113.5535443,53.44153095,1
10222416,2012,222.8,0,1,712000,1,575.646,0,0,0.27,-113.5535428,53.44167023,1
10222415,2011,272.3,0,1,779000,1,572.557,0,1,0.31,-113.5535413,53.44180951,1
10222487,2013,251.3,1,1,849000,1,748.403,0,0,0.27,-113.5533822,53.4428624,1
10086112,2008,140.9,1,1,675500,1,545.163,0,0,0.34,-113.5541633,53.44447173,1
10042260,2008,374.8,1,1,1433000,1,1284.47,1,1,0.27,-113.5546559,53.4493441,1
10067342,2010,429.3,1,1,1850000,1,1277.685,1,0,0.23,-113.5535522,53.4505261,1
10067341,2011,583.3,1,1,2440000,1,1215.058,1,0,0.32,-113.5535964,53.4508363,1
10159947,2011,322.6,1,1,1057500,1,762.411,1,0,0.3,-113.5514793,53.4547868,1
10159948,2012,278.8,1,1,1648000,1,761.484,1,0,0.38,-113.5514441,53.4550022,1
10159950,2010,401.2,1,1,1516000,1,849.52,1,0,0.31,-113.5517971,53.4553046,1
10159951,2009,449.5,1,1,2128000,1,689.221,1,1,0.4,-113.5519262,53.4554178,1
10159952,2011,403.3,1,1,1517000,1,642.482,1,1,0.41,-113.5521249,53.455562,1
10030577,2010,393.5,1,1,1295000,1,890.108,0,0,0.3,-113.5542204,53.4568025,1
4028262,1993,329.35,1,1,1213000,1,1660.31,1,0,0.18,-113.5545971,53.46214906,1
4028270,1989,322.75,1,1,1060000,1,1233.07,1,0,0.22,-113.5546591,53.46239191,1
4028312,1990,212.2,1,1,1053500,1,1189.71,1,0,0.27,-113.5548748,53.46334075,1
4028320,1991,362.09,1,1,1304500,1,1244.47,1,0,0.22,-113.554937,53.46353868,1
4028338,1989,253.29,1,1,930500,1,1314.05,1,0,0.15,-113.5552571,53.46368365,1
4027959,1992,317.84,1,1,865000,1,726.47,0,0,0.32,-113.5567798,53.4635298,1
4028387,1988,354.3,1,1,1022500,1,1130.08,1,0,0.21,-113.5588735,53.46446536,1
4100129,1990,282.87,1,1,1415000,1,983.24,1,0,0.29,-113.5602613,53.46577796,1
4100111,1991,390.78,1,1,1388000,1,1160.58,1,0,0.27,-113.5606372,53.46590964,1
4100095,1990,289.17,0,1,915000,1,839.18,1,0,0.27,-113.5610667,53.46588201,1
4100087,1994,369.84,1,1,1292000,1,744.28,1,0,0.37,-113.5613144,53.46576835,1
4100053,1990,182.08,1,1,1145000,1,947.1,1,1,0.3,-113.5621308,53.46546581,1
4100038,1991,244.5,1,1,1193500,1,1490.33,1,1,0.15,-113.5625944,53.46535069,1
3044542,1988,292.89,1,1,824500,1,754.901,0,0,0.28,-113.5661011,53.46628006,1
3177391,1988,178.29,1,1,505500,1,764.76,0,0,0.19,-113.5677133,53.4705194,1
3115698,1987,207.28,0,1,706000,1,972.67,0,0,0.17,-113.566034,53.473047,1
3115706,1987,236.87,0,1,610000,1,714.52,0,0,0.26,-113.566002,53.473218,1
3115730,1987,220.04,0,1,586500,1,715.193,0,0,0.26,-113.566073,53.473704,1
3115748,1986,186.35,1,1,560000,1,717.326,0,0,0.22,-113.5660957,53.4739363,1
3724960,1992,170.28,1,1,674000,1,721.38,1,0,0.3,-113.56347,53.479256,1
3725082,1991,296.99,1,1,884500,1,816.92,1,1,0.27,-113.56195,53.4805629,1
3725090,1991,237.51,0,1,615500,1,842.9,0,0,0.23,-113.561783,53.480697,1
7931611,2014,286,0,0,678500,0,1792.107,0,0,0.19,-113.5610768,53.48386097,0
7931579,1964,229.52,1,1,905500,1,2027.727,0,0,0.16,-113.5608243,53.48488445,0
7932312,1973,251.55,1,1,834500,1,1431.959,0,0,0.15,-113.5617591,53.48522711,0
7932320,1969,232.96,1,1,655500,1,1120.934,0,0,0.15,-113.561541,53.48549364,0
7932338,1969,259.76,0,1,652500,1,998.707,0,0,0.2,-113.5616674,53.48578615,0
7931538,1982,314.3,1,1,1952000,1,1875.16,1,0,0.14,-113.5608242,53.48607061,0
7931520,1968,125.43,1,1,990000,1,1804.035,1,0,0.1,-113.5610195,53.48631845,0
7932346,1969,245.4,1,1,665000,1,891.734,0,0,0.23,-113.5618879,53.48596219,0
7931512,1976,384.44,1,1,1489000,1,1675.1,0,1,0.19,-113.5613383,53.4865263,0
7932353,1968,178.18,0,1,550000,1,891.839,0,0,0.17,-113.5621134,53.48613375,0
7931504,1976,269.07,1,1,1084000,1,1675.076,0,0,0.19,-113.5616062,53.48672947,0
7932361,1969,156.71,1,1,581500,1,869.359,0,0,0.18,-113.562389,53.486235,0
7931496,1968,315.04,1,1,1129000,1,2201.574,0,1,0.1,-113.5618647,53.48696405,0
7932387,1972,236.4,0,1,642500,1,1009.304,0,0,0.19,-113.5625931,53.48649495,0
7932015,1967,118.3,1,1,522000,1,715.695,0,0,0.17,-113.5622727,53.4848673,0
7932023,1967,160.47,1,1,517500,1,705.148,0,0,0.15,-113.5624628,53.48502076,0
7932304,1968,175.96,1,1,568500,1,716.522,0,0,0.23,-113.5621169,53.48551373,0
7932031,1967,179.52,1,1,561500,1,735.647,0,0,0.2,-113.5627008,53.4852328,0
7932296,1967,118.3,1,1,513500,1,725.131,0,0,0.16,-113.5622932,53.48567163,0
7932049,1967,194.19,1,1,586000,1,766.402,0,0,0.16,-113.5629117,53.48538184,0
7932288,1967,188.4,0,1,555000,1,785.352,0,0,0.19,-113.5624851,53.48583408,0
7932056,1968,181.88,1,1,575500,1,792.677,0,1,0.18,-113.5631395,53.48557363,0
7932270,1968,133.95,1,1,536500,1,902.269,0,0,0.19,-113.5627254,53.48603041,0
7932064,1973,195.97,0,1,612500,1,871.363,0,1,0.29,-113.5633967,53.48567566,0
7932262,1968,118.32,1,1,544500,1,960.629,0,1,0.12,-113.5630046,53.48613926,0
7932965,1967,202.72,1,1,1091000,1,2204.48,1,0,0.12,-113.5620958,53.48858689,0
7932569,1992,387.7,0,1,998000,1,1084.87,0,0,0.3,-113.5630589,53.48896333,0
7932957,1978,483.04,1,1,1291000,1,1627.337,0,0,0.19,-113.5620651,53.48887882,0
7932551,1973,288.55,0,1,709500,1,956.308,0,0,0.21,-113.5630448,53.48933396,0
7932924,1967,347.82,1,1,1149000,1,2081.968,0,0,0.12,-113.5622281,53.48971962,0
7931629,1968,150.78,1,1,657000,1,1898.248,0,0,0.08,-113.561598,53.48374606,0
7931603,1973,347.96,0,1,1095500,1,1353.812,0,0,0.2,-113.5610919,53.4841306,0
7931637,2008,754.8,0,1,2443000,1,2492.286,0,1,0.2,-113.5622524,53.48378665,0
7931678,1968,147.3,1,1,571000,1,1819.97,0,0,0.11,-113.5631909,53.48366203,0
7931686,1968,187,0,1,578000,1,1451.884,0,0,0.08,-113.5637365,53.48363931,0
7931660,1972,294.12,1,1,695000,1,1692.561,0,0,0.12,-113.5629422,53.48384758,0
7931694,1979,197.76,1,1,788500,1,2259.354,0,0,0.1,-113.5643187,53.48366166,0
7931652,1973,251.73,1,1,696500,1,1285.836,0,0,0.15,-113.5630045,53.48413761,0
7931702,1973,275.6,0,1,840000,1,1486.51,0,1,0.14,-113.564599,53.48381544,0
7931710,1977,255.64,1,1,813000,1,992.304,0,0,0.19,-113.5643146,53.48415812,0
7931983,1968,185.34,1,1,601000,1,1085.664,0,0,0.15,-113.5630679,53.48487021,0
7931926,1967,190.23,0,1,579500,1,971.037,0,0,0.16,-113.5646358,53.48484897,0
7931975,1968,192.98,1,1,611500,1,1085.722,0,0,0.14,-113.5633143,53.48508228,0
7931934,1967,173.01,0,1,558500,1,1062.34,0,0,0.13,-113.5646723,53.48514115,0
7931967,1967,180.1,1,1,703000,1,1093.943,0,0,0.14,-113.5635739,53.48528991,0
7931942,1970,171.9,0,1,599000,1,1633.172,0,0,0.09,-113.5645671,53.485316,0
7931959,1968,196.25,0,1,599000,1,1155.595,0,0,0.11,-113.564036,53.48535225,0
7933062,1972,178.62,0,1,670000,1,1097.089,0,1,0.2,-113.564653,53.49071694,0
7933088,1971,225.1,1,1,687000,1,1002.564,0,0,0.17,-113.5646561,53.49097755,0
7933104,1970,241.8,1,1,739500,1,1002.538,0,1,0.2,-113.5646591,53.49122467,0
7933120,1983,325.18,0,1,998000,1,1002.463,0,1,0.2,-113.5646621,53.49146731,0
7933146,1971,224.49,1,1,705500,1,1002.481,0,0,0.18,-113.564665,53.49171444,0
7933161,1970,247.89,1,1,728500,1,1076.615,0,0,0.15,-113.5646558,53.49198398,0
7933187,1969,254.21,1,1,739000,1,1074.693,0,0,0.18,-113.5645757,53.49224429,0
7933203,1969,377.9,1,1,677500,1,1095.302,0,0,0.18,-113.5644437,53.49248643,0
7934201,1970,186.22,1,1,664000,1,1240.773,0,1,0.12,-113.5639181,53.49340559,0
7935000,1970,306.97,1,1,936500,1,1143.208,0,1,0.2,-113.5639093,53.49673039,0
7935224,1970,246.6,1,1,901500,1,1254.631,0,1,0.19,-113.5639218,53.49721119,0
7935240,1975,318.96,1,1,953000,1,1172.658,0,0,0.19,-113.5640743,53.4974364,0
7935752,1973,171.22,0,1,924500,1,1311.684,0,1,0.25,-113.5661114,53.49796051,0
7935778,1974,212.92,0,1,743000,1,1103.171,0,0,0.13,-113.5661148,53.49825257,0
7936321,1969,191.22,0,1,572000,1,967.001,0,0,0.17,-113.5670107,53.49808508,0
7936347,1972,193.41,0,1,605000,1,966.886,0,0,0.19,-113.5670133,53.49830974,0
7935794,1974,282.66,1,1,967500,1,1103.167,0,0,0.15,-113.5661177,53.4984997,0
7936362,1975,255.23,1,1,713500,1,966.816,0,0,0.17,-113.5670159,53.49853441,0
7935810,1973,168.35,1,1,782000,1,1103.183,0,1,0.22,-113.5661205,53.49874682,0
7936388,1974,282.06,0,1,705500,1,1053.276,0,0,0.21,-113.5670227,53.49877705,0
7935851,1990,295.14,0,1,1089500,1,1378.421,0,0,0.19,-113.5661432,53.4990749,0
7936404,1970,204.55,0,1,635000,1,1047.945,0,0,0.25,-113.5670521,53.49901529,0
7936420,1969,214.43,0,1,601000,1,919.57,0,0,0.17,-113.5671586,53.4992583,0
7935893,1975,444.87,0,1,1533000,1,1301.333,0,0,0.37,-113.5664617,53.49957478,0
7936446,1970,146.7,1,1,579000,1,925.446,0,0,0.2,-113.5673604,53.49946346,0
7942295,1971,141.9,0,1,506000,1,588.992,0,0,0.24,-113.5691082,53.4883338,0
7940653,2009,149.1,1,1,636500,1,582.611,0,0,0.34,-113.5683542,53.48850631,0
7942287,1972,112.13,1,1,490500,1,526.21,0,0,0.21,-113.5691097,53.48849556,0
7940638,1971,139.15,0,1,503500,1,596.125,0,0,0.23,-113.5683466,53.48867253,0
7940620,1972,126.94,1,1,530000,1,807.226,0,0,0.16,-113.5683557,53.48886351,0
7939127,1968,120.56,1,1,457000,1,739.85,0,0,0.16,-113.567606,53.49480284,0
7939366,1970,160.73,1,1,584500,1,1011.16,0,0,0.11,-113.568867,53.49464115,0
7939101,1968,161.59,0,1,515500,1,612.902,0,0,0.19,-113.5676335,53.49499614,0
7939382,1971,199.02,1,1,609500,1,905.818,0,0,0.18,-113.5688461,53.49491066,0
7939085,1968,158.21,1,1,535500,1,612.851,0,0,0.24,-113.5676353,53.49514441,0
7939408,1978,280.32,0,1,719500,1,1441.975,0,0,0.13,-113.5688343,53.49512178,0
7939069,1968,120.56,1,1,471500,1,612.791,0,0,0.2,-113.5676371,53.49529718,0
7939424,1968,161.17,0,1,538000,1,862.844,0,0,0.13,-113.568456,53.49517658,0
7939044,1969,162.67,0,1,521000,1,602.386,0,0,0.19,-113.5676341,53.49544544,0
7939028,1969,159.01,1,1,537000,1,581.639,0,0,0.26,-113.5676266,53.49559818,0
7939440,1968,173.77,1,1,560000,1,750.958,0,0,0.18,-113.5683767,53.49555371,0
7939002,1969,160.45,0,1,519500,1,661.639,0,0,0.17,-113.5676237,53.49578687,0
7938988,1969,120.56,1,1,464500,1,883.264,0,0,0.14,-113.5675766,53.49599338,0
7936750,1970,171.59,1,1,570000,1,872.812,0,0,0.24,-113.5689982,53.49783167,0
7936628,1970,227.61,1,1,656000,1,836.344,0,0,0.26,-113.5676694,53.49804703,0
7936776,1969,155.24,1,1,601000,1,1070.652,0,0,0.19,-113.5689816,53.49810119,0
7936602,1969,191.1,1,1,572000,1,836.693,0,0,0.16,-113.5676719,53.49825372,0
7936792,1969,183.39,0,1,554000,1,855.426,0,0,0.18,-113.5688288,53.49830283,0
7936586,1970,172.8,0,1,556500,1,837.08,0,0,0.14,-113.5676743,53.49846041,0
7936818,1969,181.48,1,1,578500,1,835.737,0,0,0.17,-113.5686668,53.49847747,0
7936560,1969,218.88,0,1,596000,1,840.15,0,0,0.13,-113.5676768,53.4986626,0
7936834,1971,243.25,1,1,698500,1,1193.794,0,0,0.17,-113.5685303,53.49872634,0
7936545,1969,221.74,0,1,647500,1,999.659,0,0,0.15,-113.5677172,53.49891885,0
7936529,1969,204.11,1,1,597000,1,980.816,0,0,0.16,-113.56781,53.49911239,0
7936255,1969,181.72,1,1,533000,1,873.468,0,0,0.16,-113.5704955,53.49782807,0
7936958,1969,155.24,1,1,588500,1,929.268,0,0,0.22,-113.5696398,53.49810356,0
7936230,1969,185.4,0,1,534000,1,897.187,0,0,0.18,-113.5704971,53.49805722,0
7936933,1970,217.19,0,1,601500,1,927.291,0,0,0.22,-113.5695253,53.49830534,0
7936214,1969,244.98,1,1,712500,1,1032.928,0,0,0.17,-113.5704603,53.49829073,0
7936198,1970,147.18,1,1,526000,1,836.603,0,0,0.23,-113.5703279,53.49848345,0
7936917,1969,219.08,0,1,603500,1,889.686,0,0,0.17,-113.5693702,53.49851595,0
7936172,1969,201.88,1,1,556000,1,889.74,0,0,0.17,-113.5701836,53.49868512,0
7936891,1969,197.63,0,1,584500,1,891.406,0,0,0.17,-113.5691973,53.49869056,0
7936156,1971,181.65,1,1,603000,1,889.523,0,0,0.21,-113.570012,53.4988777,0
7936875,1974,208.62,1,1,649500,1,891.247,0,0,0.24,-113.569001,53.49887856,0
7936131,1972,206.4,1,1,573000,1,835.607,0,0,0.23,-113.5698278,53.49905227,0
7936859,1969,161.38,0,1,567000,1,925.827,0,0,0.22,-113.5688242,53.49905764,0
7936115,1973,204.66,0,1,654500,1,838.304,0,1,0.2,-113.5696656,53.49923141,0
7936099,1971,143.48,0,1,507000,1,959.846,0,0,0.19,-113.5694771,53.49940596,0
7959570,1972,201.5,1,1,556500,1,717.453,0,0,0.21,-113.5734036,53.49847425,0
7958333,1972,142.59,1,1,500500,1,703.845,0,0,0.24,-113.5738104,53.49889355,0
7959554,1972,112.28,1,1,446000,1,782.057,0,0,0.2,-113.5731357,53.4985654,0
7958291,1972,133.36,0,1,477500,1,700.031,0,0,0.25,-113.5735861,53.49905226,0
7959539,1972,161.37,0,1,433500,1,782.066,0,1,0.19,-113.5729292,53.49870844,0
7958275,1971,113.62,1,1,487500,1,663.345,0,1,0.23,-113.5735119,53.49923621,0
7959513,1972,236.58,1,1,496000,1,717.51,0,1,0.24,-113.5728477,53.49888338,0
7958259,1971,126.27,0,1,498000,1,714.308,0,0,0.22,-113.5734085,53.49941556,0
7959497,1972,136.66,1,1,484500,1,817.054,0,1,0.22,-113.5727394,53.49909416,0
7958234,1972,136.3,0,1,512000,1,727.559,0,0,0.19,-113.5732994,53.49960837,0
