taxroll_number,effective_build_year,net_area,basement_finished,has_fireplace,assessed_value,fully_complete,lot_size,walkout_basement,air_conditioning,site_coverage,lon,lat,valuation_group_residential.south
9981825,2002,233.4,0,1,637000,1,555.322,0,0,0.3,-113.5996502,53.4558245,0
9981822,2002,149,0,1,483500,1,495.677,0,0,0.25,-113.5996611,53.4561064,0
9981826,2002,233.8,1,1,645000,1,528.187,0,0,0.29,-113.5998495,53.4558625,0
9981821,2002,161.74,0,1,490000,1,529.886,0,0,0.24,-113.5998377,53.456118,0
9981827,2002,172.8,1,0,566500,1,492.613,0,0,0.3,-113.6001623,53.4558484,0
9981820,2002,151.6,0,1,476500,1,494.002,0,0,0.26,-113.6001447,53.4561227,0
9981828,2002,213,0,1,597500,1,492.564,0,0,0.28,-113.600351,53.455747,0
9981819,2002,167.8,1,1,608500,1,472.15,0,0,0.38,-113.6002729,53.456126,0
9981829,2002,163.33,0,1,484000,1,492.622,0,0,0.23,-113.6005596,53.4558366,0
9981830,2002,143,1,1,578500,1,501.912,0,0,0.31,-113.6007735,53.4558367,0
9997125,2005,222.9,1,1,971000,1,651.865,0,0,0.26,-113.601842,53.456199,0
9997092,2005,254.6,1,1,824500,1,717.013,0,1,0.28,-113.6018328,53.455832,0
9997124,2004,157.2,0,1,665000,1,532.995,0,0,0.38,-113.6021702,53.4560948,0
9997093,2004,333.5,0,1,1068000,1,607.682,0,0,0.37,-113.6021314,53.4558378,0
9997123,2004,254.9,0,1,766500,1,575.959,0,0,0.34,-113.6023595,53.456107,0
9997110,2003,238.5,1,1,782000,1,633.437,0,0,0.26,-113.602375,53.4557069,0
9997122,2004,157,1,1,706000,1,532.07,0,0,0.39,-113.6025684,53.456077,0
9997111,2002,289.4,0,1,814000,1,576.372,0,0,0.36,-113.6026824,53.4557381,0
9997121,2004,251.6,1,1,776500,1,492.475,0,0,0.33,-113.602784,53.456099,0
9997097,2003,158.9,1,1,712500,1,576.375,0,0,0.36,-113.602822,53.455579,0
9997120,2005,151.1,0,1,667000,1,492.553,1,0,0.39,-113.602984,53.456046,0
9997119,2004,268,1,1,778500,1,492.618,0,0,0.37,-113.6031521,53.4559422,0
9951734,1999,175,0,1,554000,1,525.92,0,0,0.33,-113.599257,53.4600184,0
9951735,1998,133.2,1,1,553500,1,490.079,0,0,0.36,-113.5992559,53.4598775,0
9951736,1998,206.8,0,1,591500,1,500.052,0,0,0.31,-113.599061,53.45973,0
9951767,1999,206.6,0,1,589500,1,469.43,0,0,0.34,-113.5997211,53.4598109,0
9951737,1998,211.2,0,1,596000,1,500.027,0,0,0.32,-113.599248,53.4596206,0
9951766,2000,212.7,0,1,595000,1,469.369,0,0,0.34,-113.5997296,53.4596709,0
9951738,1998,225.99,0,1,614500,1,500,0,0,0.36,-113.5992694,53.4594996,0
9951765,1998,195.54,0,1,575000,1,469.309,0,0,0.3,-113.599834,53.459549,0
9951739,1998,220.35,0,1,626500,1,527.271,0,0,0.33,-113.5992318,53.459348,0
9951764,1999,208.4,1,1,620500,1,469.249,0,0,0.35,-113.5997055,53.4594192,0
9951740,1998,231.5,1,1,650000,1,535.671,0,0,0.31,-113.599033,53.459193,0
9951763,1998,124.1,1,1,542000,1,496.451,0,0,0.33,-113.5997171,53.4592927,0
9951741,1999,220.1,1,1,636500,1,533.598,0,1,0.28,-113.599059,53.459038,0
9951742,1999,218,0,1,626000,1,564.972,0,0,0.28,-113.5993434,53.4590137,0
9951743,1998,206.8,0,1,597000,1,536.734,0,0,0.29,-113.599495,53.458872,0
9951744,1998,176.91,1,1,579500,1,525.246,0,0,0.26,-113.5999066,53.4590078,0
9951745,1998,205.27,0,1,586500,1,525.525,0,0,0.25,-113.5999278,53.4589944,0
9951746,1998,200.3,1,1,619500,1,578.871,0,1,0.26,-113.6002663,53.4590457,0
9951747,1998,203.3,0,1,592000,1,552.602,0,0,0.27,-113.6005,53.4589659,0
9951748,1998,212.86,1,1,713500,1,548.592,0,0,0.28,-113.6006738,53.4590869,0
9951749,1999,215.7,1,1,660500,1,562.138,1,0,0.28,-113.60095,53.4589939,0
9951750,1998,227.12,1,1,822000,1,743.207,1,0,0.23,-113.601239,53.458975,0
9951751,1998,180.1,1,1,838500,1,1040.543,1,0,0.25,-113.601514,53.459043,0
9951752,1998,255.92,1,1,852000,1,681.257,1,0,0.35,-113.6013792,53.4592537,0
9951762,1998,152.6,1,1,614500,1,783.381,0,0,0.27,-113.60041,53.459359,0
9951753,1999,262.9,1,1,838500,1,620.191,1,0,0.33,-113.6011759,53.4593948,0
9951761,1998,199.26,0,1,604500,1,587.497,0,0,0.25,-113.6005702,53.4595038,0
9951754,2000,250.48,1,1,1120500,1,870.24,1,1,0.25,-113.601456,53.459576,0
9951760,1998,170.8,1,1,721500,1,643.973,0,0,0.34,-113.6005325,53.4596538,0
9951755,1998,215.7,0,1,772500,1,740.306,1,0,0.24,-113.6012092,53.4596256,0
9951759,1998,228.4,0,1,657000,1,705.203,0,0,0.22,-113.6005904,53.4597271,0
9951756,1998,141.2,1,1,617500,1,591.284,1,0,0.34,-113.6010872,53.4598356,0
9951758,1999,180.2,1,1,776000,1,705.254,1,0,0.33,-113.6007253,53.4597792,0
9951757,1999,257.4,1,1,848000,1,786.07,1,0,0.24,-113.6009467,53.4598132,0
10009174,2004,203.6,0,1,582500,1,414.951,0,0,0.35,-113.5960329,53.4499918,0
10009175,2004,173.4,1,1,501500,1,414.973,0,0,0.29,-113.5961049,53.4499182,0
10009176,2005,193.4,0,1,506500,1,406.656,0,0,0.32,-113.5961784,53.4497944,0
10021036,2005,174.2,0,1,497000,1,466.49,0,0,0.25,-113.595966,53.4494363,0
10021020,2005,173.4,0,1,494500,1,435.348,0,0,0.29,-113.5962491,53.4497017,0
10021035,2005,190.1,0,1,513500,1,454.833,0,0,0.3,-113.595634,53.449501,0
10021021,2005,195.1,0,1,512500,1,435.406,0,0,0.3,-113.5963197,53.4495976,0
10021034,2005,171.1,0,1,523000,1,693.144,0,0,0.18,-113.595385,53.449439,0
10021022,2005,173.4,0,1,497000,1,435.279,0,0,0.3,-113.596407,53.4494849,0
10021033,2005,180.1,0,1,527000,1,770.241,0,0,0.17,-113.595267,53.449319,0
10021023,2005,203.7,0,1,591500,1,466.61,0,0,0.31,-113.5964924,53.4493764,0
10021032,2006,157.2,1,1,498500,1,470.78,0,0,0.25,-113.595656,53.449213,0
10021024,2005,244.1,1,1,668500,1,582.153,0,0,0.3,-113.5965197,53.4492799,0
10021025,2005,246,0,1,673000,1,919.997,0,0,0.18,-113.5964759,53.4492294,0
10021026,2005,196.2,0,1,582000,1,581.295,0,0,0.23,-113.596347,53.4491177,0
10021028,2005,190.1,0,1,563000,1,488.11,0,0,0.28,-113.5960542,53.4490569,0
9969407,2000,150.6,1,1,497000,1,562.871,0,0,0.22,-113.5953879,53.4559729,0
9969427,2000,195.9,0,1,574000,1,461.81,0,0,0.28,-113.5948937,53.4559066,0
9969408,2000,212,0,1,607500,1,582.062,0,0,0.25,-113.595396,53.456131,0
9969426,2002,182.4,0,1,557500,1,420.934,0,0,0.33,-113.5947458,53.4559852,0
9969409,2001,166.1,1,1,491500,1,437.337,0,0,0.29,-113.5951403,53.4561528,0
9969425,2001,153.3,1,1,485000,1,429.735,0,1,0.27,-113.5946114,53.4560823,0
9969410,2001,166.3,0,1,479500,1,424.264,0,0,0.29,-113.5949824,53.4562474,0
9969411,2001,171,0,1,539000,1,408.103,0,0,0.3,-113.594959,53.456376,0
9969412,2000,124.4,1,1,544000,1,717.267,0,1,0.18,-113.594823,53.456523,0
9969413,2001,228.74,1,1,663500,1,704.537,0,1,0.23,-113.594568,53.456558,0
9969414,2002,186.6,0,1,542000,1,391.884,0,0,0.32,-113.594335,53.456455,0
9969415,2001,152,1,1,469500,1,408.585,0,1,0.28,-113.594185,53.45638,0
9969424,2001,115.8,1,1,493500,1,473.876,1,0,0.34,-113.5941831,53.4559507,0
9969416,1999,183.1,0,1,547500,1,472.959,0,0,0.27,-113.5941149,53.4562995,0
9969423,1999,181.1,1,1,617000,1,504.643,1,0,0.3,-113.5940271,53.4559052,0
9969417,2001,184.2,0,1,564500,1,522.529,0,0,0.28,-113.5939293,53.4562789,0
9969422,2000,206.5,1,1,674500,1,772.402,1,0,0.18,-113.5939702,53.4558956,0
9969418,2000,192.2,0,1,612000,1,901.846,0,0,0.15,-113.5935,53.456347,0
9969421,2000,185.5,1,1,651000,1,798.961,1,0,0.16,-113.593553,53.455796,0
9969419,2001,195.55,0,0,584500,1,608.9,0,0,0.25,-113.593417,53.456159,0
9969420,2001,144.5,1,1,578500,1,564.142,0,1,0.28,-113.59343,53.455985,0
9999237,2004,203.9,1,1,653500,1,627.934,0,0,0.25,-113.5979106,53.4513396,0
9999238,2005,160.7,1,1,706000,1,550.837,0,0,0.37,-113.5980175,53.4512643,0
9999239,2004,276.7,1,1,876000,1,560.213,1,0,0.38,-113.5982129,53.4511455,0
9999240,2004,292,1,1,907500,1,615.879,1,0,0.35,-113.5983612,53.4510313,0
9999260,2004,170.9,0,1,741500,1,595.059,1,0,0.39,-113.598007,53.450685,0
9999241,2004,279.3,1,1,893000,1,626.882,1,0,0.34,-113.598627,53.451031,0
9999259,2002,255.8,1,1,728500,1,564.833,1,0,0.33,-113.5983134,53.4506856,0
9999242,2004,283.3,1,1,899000,1,625.943,1,0,0.33,-113.5987312,53.4508572,0
9999258,2004,284.7,1,1,902500,1,595.816,1,0,0.37,-113.598478,53.4506076,0
9999243,2003,161.2,1,1,767500,1,613.247,1,0,0.36,-113.5988691,53.4507776,0
9999257,2003,249.5,1,1,838500,1,595.799,1,0,0.31,-113.5986284,53.4505403,0
9999244,2004,256.3,1,1,860000,1,596.994,1,0,0.34,-113.5991413,53.4506876,0
9999256,2004,196.2,0,1,578500,1,536.338,0,0,0.25,-113.5990959,53.4503655,0
9999245,2004,161.5,1,1,768000,1,598.74,1,0,0.37,-113.599398,53.450718,0
9999255,2003,239.7,1,1,857500,1,687.651,1,0,0.28,-113.598787,53.450261,0
9999246,2004,279.2,1,1,885000,1,591.873,1,0,0.34,-113.599622,53.450672,0
9999254,2004,233.4,1,1,846500,1,738.046,1,0,0.24,-113.598831,53.45009,0
9999247,2004,246.6,0,1,846500,1,728.028,1,0,0.27,-113.599883,53.450607,0
9999253,2003,266.7,1,1,883000,1,681.625,1,0,0.29,-113.599041,53.4499629,0
9999248,2005,167.4,1,1,734500,1,696.551,1,1,0.3,-113.5998303,53.4504213,0
9999252,2003,327.4,1,1,936000,1,776.49,1,0,0.29,-113.599355,53.449891,0
9999250,2003,140.7,1,1,584500,1,606.804,1,0,0.31,-113.599265,53.45022,0
9999249,2003,269,1,1,802000,1,606.036,1,0,0.3,-113.599378,53.45022,0
9999236,2002,206.2,0,1,628500,1,620.956,0,0,0.26,-113.598479,53.451824,0
9999261,2004,149.8,1,1,611500,1,603.008,0,0,0.32,-113.598822,53.4521905,0
9999235,2003,168.1,1,1,664500,1,581.137,1,0,0.37,-113.5987981,53.4518916,0
9999262,2004,263.46,0,1,823500,1,581.209,1,0,0.31,-113.5990282,53.4521317,0
9999234,2004,236.8,0,1,666000,1,608.104,0,0,0.27,-113.598917,53.451713,0
9999263,2003,230.7,1,1,667000,1,581.206,0,0,0.3,-113.5992368,53.4520702,0
9999233,2005,295.5,1,1,907000,1,638.11,1,0,0.32,-113.5988152,53.4518991,0
9999219,2004,251.2,1,1,832500,1,581.203,1,0,0.31,-113.5994469,53.4520141,0
9999232,2004,302.1,0,1,1132500,1,638.109,1,0,0.35,-113.59937,53.451586,0
9999220,2004,319.1,0,1,1132000,1,581.2,1,0,0.39,-113.5997178,53.4519256,0
9999231,2004,172,1,1,802500,1,646.886,1,0,0.37,-113.5997475,53.4516087,0
9999221,2003,251.4,1,1,836000,1,581.196,1,0,0.31,-113.5998273,53.4518982,0
9999230,2004,379.6,1,1,1294000,1,695.158,1,1,0.38,-113.599806,53.45143,0
9999222,2003,226.5,0,1,687500,1,607.784,1,0,0.29,-113.6000808,53.4518342,0
9999229,2004,338.8,1,1,1203000,1,627.256,1,0,0.37,-113.599992,53.451306,0
9999223,2004,235.8,1,1,822500,1,607.78,1,0,0.27,-113.600282,53.4517466,0
9999228,2004,352.8,1,1,1257000,1,737.372,1,0,0.34,-113.6002153,53.4513075,0
9999224,2005,280.3,0,1,887500,1,762.716,1,0,0.27,-113.6005257,53.451715,0
9999225,2004,245.4,1,1,810000,1,770.745,1,0,0.25,-113.6005984,53.451618,0
9981747,2001,216.7,0,1,603000,1,525.609,0,0,0.28,-113.5988075,53.4529313,0
9981746,2000,209.1,1,1,610500,1,492.165,0,0,0.31,-113.598716,53.453064,0
9981745,2001,223.1,1,1,609500,1,491.237,0,0,0.35,-113.5989713,53.4531831,0
9981744,2002,185.5,1,1,581500,1,524.176,0,0,0.27,-113.5990552,53.4532777,0
9981743,2002,206.2,0,1,607000,1,686.114,0,0,0.23,-113.598949,53.453476,0
9981742,2001,222.1,0,1,601500,1,565.887,0,0,0.26,-113.5993023,53.453406,0
9981741,2001,224.4,1,1,619000,1,493.872,0,0,0.33,-113.59946,53.453484,0
9981708,2001,164.9,1,1,702000,1,999.371,0,1,0.24,-113.5994519,53.4530953,0
9981740,2002,248.2,0,1,715000,1,506.528,0,0,0.32,-113.599676,53.4534809,0
9981709,2001,159.8,1,1,681500,1,767.772,1,0,0.28,-113.5996738,53.453103,0
9981739,2002,168.2,1,1,593500,1,506.528,0,0,0.36,-113.5999765,53.4533845,0
9981710,2001,184.8,1,1,852500,1,767.77,1,0,0.35,-113.5998451,53.4530406,0
9981738,2002,224.6,0,1,601000,1,506.528,0,0,0.32,-113.600112,53.4534809,0
9981711,2002,231.5,1,1,852500,1,724.446,1,0,0.27,-113.600185,53.4531063,0
9981737,2002,209,1,1,603500,1,506.529,0,0,0.29,-113.6003576,53.4533984,0
9981712,2002,218.3,1,1,668000,1,586.722,1,0,0.31,-113.600419,53.453014,0
9981736,2002,145.7,0,1,532000,1,506.529,0,0,0.37,-113.6005942,53.4533865,0
9981713,2000,163.8,1,1,720000,1,559.812,1,1,0.38,-113.600666,53.453015,0
9981735,2003,208.9,0,1,586000,1,506.53,0,0,0.29,-113.6008092,53.4533864,0
9981714,2001,217.6,0,1,609500,1,559.84,0,0,0.32,-113.6009256,53.4531103,0
9981734,2001,256.3,1,1,744000,1,506.53,0,0,0.36,-113.6009947,53.4533804,0
9981715,2001,235.7,0,1,730500,1,695.631,0,0,0.24,-113.6011549,53.453115,0
9981733,2001,211.5,1,1,610500,1,506.53,0,0,0.32,-113.601291,53.45339,0
9981732,2002,187.3,0,1,564500,1,520.644,0,0,0.27,-113.6014396,53.4533901,0
9981731,2002,188.8,0,1,570500,1,555.99,0,0,0.26,-113.6017002,53.4533971,0
9981730,2001,161.7,1,1,633500,1,929.945,1,0,0.22,-113.601762,53.45331,0
9981727,2001,232,1,1,613500,1,546.627,0,0,0.31,-113.6018568,53.4530612,0
9981726,2003,165.4,1,1,706000,1,550.816,1,0,0.4,-113.6017222,53.4529468,0
9981724,2002,252.1,1,1,786500,1,578.411,1,0,0.35,-113.6014891,53.4526858,0
9981723,2005,272.4,1,1,770000,1,599.685,0,0,0.34,-113.6013132,53.4525734,0
9981716,2001,156.2,1,1,703500,1,1030.245,1,0,0.21,-113.6010664,53.4527534,0
9981722,2001,259.3,0,1,742000,1,679.027,0,0,0.29,-113.6012822,53.4524447,0
9981717,2000,157.1,1,1,723000,1,862.644,1,0,0.28,-113.6009238,53.4526657,0
9981721,2001,167.7,1,1,674000,1,1009.779,1,0,0.22,-113.6011476,53.4523298,0
9981718,2001,257.5,1,1,927500,1,958.93,1,0,0.23,-113.600395,53.452474,0
9981720,2002,297.5,1,1,950500,1,898.598,1,0,0.25,-113.600855,53.4521749,0
9981719,2001,221.8,1,1,833000,1,982.274,1,0,0.2,-113.600526,53.452285,0
9992141,2002,222.1,0,1,609500,1,535.843,0,0,0.27,-113.5968183,53.4512046,0
9992140,2003,213.7,0,1,581000,1,467.745,0,0,0.29,-113.5965,53.451197,0
9992139,2002,226.9,0,1,601000,1,504.988,0,0,0.29,-113.5964376,53.4511213,0
9992138,2002,166.3,0,1,563000,1,699.147,0,0,0.18,-113.5963202,53.4510118,0
9992137,2002,210.7,0,1,587500,1,511.419,0,0,0.28,-113.5962965,53.450974,0
9992136,2003,180.2,0,1,550500,1,449.5,0,0,0.31,-113.5962945,53.4508294,0
9992135,2003,182.5,1,1,571500,1,441.954,0,1,0.31,-113.5963935,53.4507403,0
9992108,2002,212.6,0,1,629000,1,602.414,0,0,0.24,-113.596942,53.450904,0
9992134,2001,218.8,1,1,601000,1,469.152,0,0,0.35,-113.5964634,53.4506195,0
9992109,2002,228.1,0,1,638500,1,521.835,0,0,0.33,-113.5967874,53.4506863,0
9992133,2003,204.7,0,1,570000,1,441.956,0,0,0.31,-113.5965535,53.4505196,0
9992110,2002,210.5,1,1,668000,1,521.836,1,0,0.28,-113.5969708,53.4506339,0
9992132,2003,179.2,1,1,571000,1,469.154,0,0,0.31,-113.5966277,53.4504031,0
9992111,2002,196.9,1,1,650500,1,496.646,1,0,0.29,-113.5970577,53.450496,0
9992131,2003,147.1,1,1,491000,1,454.537,0,0,0.33,-113.5967453,53.4502245,0
9992112,2002,167.2,1,1,645500,1,521.839,1,0,0.33,-113.597272,53.450416,0
9992130,2002,211.3,0,1,579000,1,441.959,0,0,0.33,-113.5968025,53.450132,0
9992113,2002,240.5,1,1,812000,1,521.841,1,0,0.35,-113.597358,53.450296,0
9992129,2002,220.8,1,1,611500,1,469.157,0,0,0.35,-113.5968921,53.4500106,0
9992114,2002,149.8,1,1,622000,1,496.65,1,0,0.39,-113.5973041,53.4501441,0
9992128,2002,203.1,0,1,569500,1,441.961,0,0,0.34,-113.5969721,53.4499069,0
9992115,2003,215.1,1,1,654000,1,624.562,1,0,0.23,-113.5975382,53.4498405,0
9992127,2002,218.4,1,1,602000,1,469.159,0,0,0.31,-113.5970452,53.4497926,0
9992116,2002,310.5,1,1,948000,1,765.612,1,0,0.31,-113.5977354,53.4498631,0
9992126,2002,223.6,1,1,610500,1,469.16,0,0,0.35,-113.5971161,53.4496685,0
9992117,2002,295.7,0,1,874000,1,703.776,1,0,0.27,-113.598024,53.449951,0
9992125,2002,219.5,1,1,625000,1,561.282,0,0,0.29,-113.5971961,53.4495383,0
9992118,2002,254.2,1,1,739000,1,633.869,1,0,0.29,-113.5982,53.449817,0
9992124,2002,213.6,1,1,646000,1,901.243,0,0,0.18,-113.597307,53.4494212,0
9992119,2002,255.8,0,1,866000,1,841.804,1,0,0.24,-113.59833,53.449637,0
9992123,2002,210.3,0,1,599500,1,758.116,0,0,0.19,-113.597485,53.4494122,0
9992122,2002,215,0,1,555000,1,555.902,0,0,0.31,-113.5976687,53.4493903,0
9992102,2002,226.8,0,1,715000,1,543.544,0,0,0.29,-113.597103,53.451442,0
9992101,2003,245.5,0,1,718000,1,507.945,0,0,0.35,-113.597273,53.4514899,0
9992100,2002,189.1,0,1,652500,1,508.239,0,0,0.29,-113.5975156,53.4515778,0
9992099,2003,232.5,0,1,705500,1,508.268,0,0,0.32,-113.59759,53.451726,0
9992098,2002,231.3,1,1,638000,1,507.922,0,1,0.35,-113.5978845,53.4518396,0
9981766,2001,221.8,1,1,609500,1,507.465,0,0,0.29,-113.5980156,53.4519175,0
9981765,2002,137.2,0,1,517500,1,483.399,0,0,0.37,-113.597971,53.452053,0
9981764,2002,220.2,1,1,616500,1,507.74,0,0,0.31,-113.5982333,53.4521659,0
9981763,2002,173.8,0,1,548000,1,501.788,0,0,0.27,-113.5983269,53.4522845,0
9981762,2001,197,0,1,572000,1,494.886,0,0,0.3,-113.598249,53.452412,0
9981761,2001,162.9,1,1,567000,1,520.391,0,0,0.26,-113.5985156,53.4525239,0
9981760,2001,225.5,0,1,612000,1,528.01,0,0,0.29,-113.5985893,53.4526269,0
9967217,2002,218.5,1,1,637000,1,456.577,0,1,0.34,-113.5978846,53.4602181,0
9967231,1999,208.4,0,1,568000,1,462.269,0,0,0.29,-113.598486,53.460246,0
9967218,2000,176.4,0,1,580500,1,455.16,0,0,0.3,-113.5978742,53.4603375,0
9967230,1999,150.6,0,1,460000,1,422.814,0,0,0.27,-113.5983198,53.4603365,0
9967296,1999,191.5,0,1,606000,1,504.165,0,0,0.3,-113.5976,53.460406,0
9967229,2000,136.8,1,1,463000,1,422.825,0,1,0.25,-113.5982877,53.4604601,0
9967219,1999,172,0,1,589000,1,579.858,0,0,0.2,-113.5977604,53.4605727,0
9967228,1999,200,0,1,590000,1,422.836,0,0,0.37,-113.5982653,53.4605431,0
9967220,2000,197.8,0,1,627500,1,541.015,0,1,0.27,-113.59741,53.460629,0
9967297,2000,161.5,0,1,548000,1,422.847,0,0,0.39,-113.5982257,53.4606697,0
9967221,2000,148,1,1,605500,1,557.623,0,0,0.34,-113.5974927,53.4607869,0
9967227,1999,171.3,0,1,551000,1,471.823,0,0,0.3,-113.5981977,53.4607674,0
9967222,2000,197.8,0,1,601500,1,651.229,0,0,0.22,-113.597316,53.46092,0
9967226,2000,205.8,0,1,583500,1,709.463,0,0,0.2,-113.598004,53.4608933,0
9967223,1999,243.2,1,1,644000,1,690.703,0,0,0.27,-113.597507,53.461062,0
9967225,2001,150.9,1,1,669500,1,918.117,0,0,0.21,-113.5980793,53.4609931,0
9967224,1999,213.6,0,1,587500,1,625.745,0,0,0.25,-113.5978814,53.4610061,0
3835519,1993,212.63,1,1,926000,1,818.397,0,0,0.32,-113.5987953,53.4737023,0
3835527,1993,229.39,0,1,910000,1,1109.154,0,0,0.16,-113.5985041,53.4738174,0
3835535,1994,272.79,1,1,890000,1,1182.769,0,0,0.17,-113.598408,53.4739101,0
3835543,1996,249.7,0,1,767000,1,1171.55,0,0,0.17,-113.597854,53.473839,0
3835188,1993,358.52,0,1,918000,1,734.926,0,0,0.39,-113.5985113,53.4733098,0
3835550,1994,189.6,0,1,695000,1,928.574,0,0,0.26,-113.5980804,53.4736631,0
3835568,1994,176,1,1,709000,1,661.988,0,0,0.35,-113.598154,53.4735187,0
3835576,1996,234.96,1,1,628500,1,628.093,0,0,0.29,-113.5976603,53.4732139,0
3835584,1994,329.4,0,1,845500,1,1240.021,0,0,0.19,-113.597448,53.473508,0
3835592,2003,318.6,1,1,1101000,1,1021.457,0,0,0.25,-113.5971427,53.4732587,0
3835022,1996,244.12,0,1,728000,1,674.383,0,0,0.25,-113.597551,53.4728946,0
3835618,1993,370.47,0,0,662500,1,1323.927,0,0,0.2,-113.596728,53.4732,0
3835014,1993,271.5,0,1,757500,1,636.916,0,0,0.33,-113.597352,53.4728042,0
3835626,1994,237.1,0,1,603000,1,661.612,0,0,0.24,-113.597021,53.472973,0
3834991,1996,321.2,0,1,691000,1,636.924,0,0,0.37,-113.5971151,53.4726818,0
3902137,1998,310,1,1,866000,1,1081.588,0,0,0.2,-113.5967646,53.4728111,0
3902129,1997,256.6,1,1,665500,1,636.863,0,0,0.29,-113.5969776,53.4726434,0
3902145,1997,323,1,1,863500,1,1053.728,0,0,0.21,-113.5962367,53.4727738,0
3902111,1998,160.7,1,1,575000,1,710.204,0,0,0.22,-113.5967267,53.4724695,0
3902152,1997,187.55,0,1,695000,1,785.658,0,0,0.32,-113.595894,53.472702,0
3902376,1998,195.9,0,1,705500,1,674.852,0,0,0.37,-113.5963673,53.4723372,0
3902160,1997,302,0,1,805000,1,881.638,0,0,0.25,-113.595725,53.472565,0
3902368,1999,185.3,1,1,908000,1,623.844,0,0,0.4,-113.5961526,53.472278,0
3902178,1997,283.7,1,1,801000,1,821.825,0,0,0.25,-113.5956961,53.4723469,0
3902350,1998,274,0,1,766000,1,626.378,0,0,0.33,-113.596059,53.472041,0
3902186,1998,292.7,1,1,784000,1,758.116,0,0,0.27,-113.5954651,53.4723079,0
3902343,1998,252.03,0,1,750500,1,655.791,0,1,0.28,-113.5957466,53.4720569,0
3902194,1997,159.63,1,1,606000,1,871.841,0,0,0.27,-113.595004,53.472231,0
3902335,1997,210.1,1,1,657000,1,677.366,0,0,0.37,-113.5960071,53.4717267,0
3902210,1997,255.8,0,1,652500,1,1196.287,0,0,0.17,-113.594829,53.472041,0
3902327,1997,267.4,0,1,759500,1,636.282,0,0,0.31,-113.596355,53.471646,0
3902228,1997,276.7,1,1,671000,1,773.637,0,0,0.29,-113.59509,53.471858,0
3902319,2000,222.6,0,1,755500,1,748.179,0,0,0.37,-113.5964594,53.4714669,0
3902236,1997,288,0,1,745000,1,759.469,0,0,0.27,-113.595291,53.471723,0
3902293,1997,286.4,1,1,760500,1,1094.493,0,1,0.19,-113.596294,53.471241,0
3902244,1998,289.59,0,1,752000,1,757.367,0,0,0.28,-113.5956025,53.471692,0
3902285,1998,422.28,1,1,1278000,1,1172.508,0,0,0.31,-113.596578,53.47108,0
3902251,1998,201.89,1,1,699000,1,757.815,0,0,0.26,-113.5957466,53.4715487,0
3902269,1997,300,1,1,823500,1,1041.195,0,0,0.23,-113.595723,53.471138,0
3902277,1998,352.64,1,1,1161500,1,1073.489,0,0,0.23,-113.596011,53.4709999,0
1095538,1987,164.44,0,1,544500,1,706.35,0,0,0.29,-113.599155,53.4633514,0
1169036,1986,132.83,0,1,569500,1,625.72,0,0,0.3,-113.5995965,53.4631094,0
1095520,1987,214.69,1,1,611500,1,694.429,0,0,0.23,-113.598893,53.4633456,0
1095512,1989,179.25,0,1,549500,1,638.83,0,0,0.25,-113.5985851,53.463352,0
1095504,1987,187.79,1,1,581500,1,622.951,0,0,0.37,-113.598346,53.4633339,0
1094499,1986,226.26,0,1,602500,1,686.503,0,0,0.25,-113.5983814,53.4630612,0
1095496,1986,158.72,0,1,518000,1,632.875,0,0,0.22,-113.598102,53.463338,0
1094507,1986,200.76,1,1,572000,1,627.607,0,0,0.29,-113.598068,53.4630642,0
1095488,1988,156.41,0,1,531500,1,643.024,0,0,0.31,-113.5977464,53.4633411,0
1094515,1986,164.31,0,1,528000,1,705.958,0,0,0.2,-113.5974955,53.4631199,0
1095470,1987,202.94,1,1,627500,1,826.384,0,0,0.31,-113.5972647,53.4635154,0
1094523,1986,210.16,0,1,603500,1,812.741,0,0,0.21,-113.5974672,53.4631006,0
1095462,1986,234.07,1,1,632500,1,914.131,0,0,0.2,-113.5973411,53.4636855,0
1094531,1987,199.68,1,1,660000,1,1008.625,0,0,0.24,-113.597261,53.463119,0
1095454,1987,243.76,1,1,646500,1,915.125,0,0,0.21,-113.597299,53.463802,0
1094549,1990,214.13,0,1,614000,1,934.382,0,0,0.19,-113.5968038,53.4632725,0
1095447,1988,216.25,0,1,622000,1,920.423,0,0,0.19,-113.5970819,53.4638905,0
1094556,1986,208.64,0,1,659000,1,1310.753,0,0,0.2,-113.5965075,53.4631415,0
1095439,1988,196.32,0,1,569000,1,723.609,0,0,0.22,-113.5967793,53.4638682,0
1094564,1988,185.7,0,1,618000,1,1029.885,0,0,0.23,-113.5962368,53.4632105,0
1095421,1987,184.24,0,1,557500,1,680.55,0,0,0.21,-113.596677,53.464322,0
1094572,1989,200.42,1,1,789000,1,1046.869,0,0,0.23,-113.5960632,53.4634058,0
1095413,1987,206.02,0,0,551500,1,637.625,0,0,0.26,-113.596902,53.464403,0
1094580,1989,210.15,0,1,648000,1,1325.573,0,0,0.16,-113.596097,53.46352,0
1095405,1988,197.99,0,1,572000,1,668.54,0,0,0.22,-113.597383,53.464486,0
1094598,1989,252.29,0,1,644000,1,762.349,0,0,0.25,-113.596352,53.463629,0
1095397,1986,235.12,0,1,621000,1,778.005,0,0,0.23,-113.5974,53.464333,0
1095389,1986,251.66,1,1,665500,1,918.074,0,0,0.2,-113.597657,53.464244,0
